"store","price","vol","disp"
"JACKSONVILLE,FL - WINN DIXIE",2.435514,3745,0
"JACKSONVILLE,FL - FOOD LION",2.373396,1481,1
"LOUISVILLE - KROGER CO",2.688731,2538,1
"LOUISVILLE - WINN DIXIE",2.481437,2505,1
"RICHMOND/NORFOLK - FOOD LION",2.5,4958,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.663957,2214,0
"COLUMBUS,OH - BIG BEAR",3.113043,1495,0
"COLUMBUS,OH - KROGER CO",2.919861,3731,1
"LITTLE ROCK - HARVEST FOODS",2.768411,2064,1
"WICHITA - DILLON COMPANIES",3.41844,1128,1
"SOUTH CAROLINA - BI LO",2.386681,9310,1
"SOUTH CAROLINA - FOOD LION",2.536355,3177,0
"SOUTH CAROLINA - WINN DIXIE",2.387033,2545,0
"ORLANDO,FL - PUBLIX",2.576226,4526,1
"ORLANDO,FL - WINN DIXIE",2.63983,4223,1
"ORLANDO,FL - FOOD LION",2.648202,1029,1
"SYRACUSE - P & C FOOD MARKE",3.297235,434,0
"SYRACUSE - PRICE CHOPPER",2.352742,1477,1
"SYRACUSE - WEGMANS",3.486641,524,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.993727,7811,1
"SAN ANT/CORPUS CHR - H E BUTT",3.053449,12423,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.319594,10238,1
"BIRMINGHAM/MONTGOM - KROGER",2.607672,1486,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.362572,4526,0
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.519528,1357,1
"NEW YORK (NEW) - A & P",4.402439,2542,0
"NEW YORK (NEW) - PATHMARK",4.386694,3442,0
"NEW YORK (NEW) - WALDBAUMS",2.653221,9049,0
"ROANOKE (NEW) - FOOD LION",2.626908,2817,0
"ROANOKE (NEW) - KROGER CO",2.472917,4320,1
"LOS ANGELES - LUCKY",3.295904,9716,1
"LOS ANGELES - RALPHS",3.053529,6277,1
"LOS ANGELES - VONS",2.408785,34923,1
"CHICAGO - DOMINICK",3.246894,5715,0
"CHICAGO - JEWEL",3.274341,12674,0
"CHICAGO - OMNI",2.717879,2942,0
"HOUSTON - KROGER CO",2.70617,8185,0
"HOUSTON - RANDALLS",3.667431,3052,0
"PITTSBURGH - GIANT EAGLE",2.314274,2431,0
"DETROIT - FARMER JACKS",3.39573,2623,1
"DETROIT - KROGER CO",2.738905,4439,0
"CLEVELAND - STOP N SHOP",3.035781,2683,1
"ST. LOUIS - NATIONAL SUPER",3.639944,2158,0
"ST. LOUIS - SCHNUCK MARKETS",3.319918,5367,1
"DALLAS/FT. WORTH - ALBERTSONS",3.31982,2886,0
"DALLAS/FT. WORTH - KROGER CO",3.608342,1846,0
"DALLAS/FT. WORTH - TOM THUMB",3.320644,2548,1
"DALLAS/FT. WORTH - WINN DIXIE",2.50661,2118,1
"BOSTON - SHAWS",2.4413,2615,0
"BOSTON - STAR MARKET",3.127016,496,0
"BOSTON - STOP & SHOP",2.541452,2521,0
"SAN FRANCISCO - LUCKY",3.648468,6887,1
"TAMPA/ST. PETE - KASH N KARRY",2.663006,4098,0
"TAMPA/ST. PETE - PUBLIX",3.042559,3830,1
"TAMPA/ST. PETE - WINN DIXIE",2.721122,3636,0
"DENVER - KING SOOPERS INC",2.770064,9507,1
"PHILADELPHIA - ACME MARKET",2.653258,9148,1
"ATLANTA - KROGER CO",3.385883,3641,0
"ATLANTA - WINN DIXIE",2.71044,2452,0
"CINCINNATI - KROGER CO",2.653445,6429,1
"INDIANAPOLIS - KROGER CO",2.653074,3237,1
"OKLAHOMA CITY - HOMELAND",3.305263,2470,1
"SACRAMENTO - RALEYS",3.721396,1547,1
"SAN DIEGO - LUCKY",3.340201,4174,1
"SAN DIEGO - RALPHS",3.052968,2190,1
"SALT LAKE CITY - SMITHS FOOD",2.729104,1340,1
"PHOENIX - SAFEWAY",3.588432,899,1
"PHOENIX - FRY'S FOOD STORE",3.586179,1230,0
"PHOENIX - SMITHS FOOD",2.826617,1067,1
"MIAMI - PUBLIX",3.037612,7923,1
"MIAMI - WINN DIXIE",2.498743,7162,0
"NASHVILLE - KROGER CO",2.653622,3092,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.419291,2509,1
"RALEIGH/GREENSBORO - FOOD LION",2.702851,4560,1
"ALBANY,NY - PRICE CHOPPER",3.016158,557,1
"BALTI/WASH - GIANT FOOD INC",3.053392,8447,0
"BALTI/WASH - SAFEWAY",4.118843,2903,1
"BALTI/WASH - SUPER FRESH",3.775281,890,0
"MILWAUKEE - KOHLS FOOD STORE",2.913126,1577,0
"NEW ORLEANS - WINN DIXIE",2.646748,4167,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.234225,1981,0
"BUFFALO/ROCHESTER - WEGMANS",3.38005,2005,0
"CHARLOTTE - BI LO",2.387054,1514,1
"CHARLOTTE - HARRIS TEETER",2.47012,1757,0
"CHARLOTTE - WINN DIXIE",2.333583,2674,1
"CHARLOTTE - FOOD LION",2.674365,3940,0
"HARTFORD - STOP & SHOP",3.350068,1474,0
"JACKSONVILLE,FL - PUBLIX",2.856061,1320,0
"JACKSONVILLE,FL - WINN DIXIE",2.442898,3161,0
"JACKSONVILLE,FL - FOOD LION",2.409704,1484,1
"LOUISVILLE - KROGER CO",2.705926,2666,1
"LOUISVILLE - WINN DIXIE",2.600413,1937,1
"RICHMOND/NORFOLK - FOOD LION",2.499536,4308,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.644894,2174,0
"COLUMBUS,OH - BIG BEAR",3.176906,1351,0
"COLUMBUS,OH - KROGER CO",2.786741,2504,1
"LITTLE ROCK - HARVEST FOODS",2.79636,2033,1
"WICHITA - DILLON COMPANIES",3.383778,1011,1
"SOUTH CAROLINA - BI LO",2.386552,7585,1
"SOUTH CAROLINA - FOOD LION",2.465769,3418,0
"SOUTH CAROLINA - WINN DIXIE",2.386223,2918,0
"ORLANDO,FL - PUBLIX",2.590801,4196,0
"ORLANDO,FL - WINN DIXIE",2.634204,3789,1
"ORLANDO,FL - FOOD LION",2.618382,1001,1
"SYRACUSE - P & C FOOD MARKE",3.30485,433,0
"SYRACUSE - PRICE CHOPPER",2.742964,533,1
"SYRACUSE - WEGMANS",3.490313,671,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.081065,6686,1
"SAN ANT/CORPUS CHR - H E BUTT",3.144905,11159,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.362347,9375,1
"BIRMINGHAM/MONTGOM - KROGER",2.723571,1400,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.35696,3908,0
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.566967,1441,1
"NEW YORK (NEW) - A & P",4.404065,2460,0
"NEW YORK (NEW) - PATHMARK",4.386837,3358,0
"NEW YORK (NEW) - WALDBAUMS",4.414982,1682,0
"ROANOKE (NEW) - FOOD LION",2.998596,2850,0
"ROANOKE (NEW) - KROGER CO",2.525159,4551,1
"LOS ANGELES - LUCKY",3.280143,8974,1
"LOS ANGELES - RALPHS",3.053349,5061,1
"LOS ANGELES - VONS",2.449923,22615,1
"CHICAGO - DOMINICK",1.319992,61714,1
"CHICAGO - JEWEL",3.277131,12799,0
"CHICAGO - OMNI",2.706033,3133,0
"HOUSTON - KROGER CO",2.743207,7434,0
"HOUSTON - RANDALLS",3.681775,3155,0
"PITTSBURGH - GIANT EAGLE",2.316199,2957,0
"DETROIT - FARMER JACKS",3.376241,2820,1
"DETROIT - KROGER CO",2.75017,4411,0
"CLEVELAND - STOP N SHOP",3.028722,2855,1
"ST. LOUIS - NATIONAL SUPER",3.736447,1863,0
"ST. LOUIS - SCHNUCK MARKETS",3.319861,4330,1
"DALLAS/FT. WORTH - ALBERTSONS",3.341118,2826,0
"DALLAS/FT. WORTH - KROGER CO",3.598055,1851,0
"DALLAS/FT. WORTH - TOM THUMB",3.319638,2653,1
"DALLAS/FT. WORTH - WINN DIXIE",2.507505,1399,1
"BOSTON - SHAWS",2.466648,3628,1
"BOSTON - STAR MARKET",3.12966,617,0
"BOSTON - STOP & SHOP",2.581582,1998,0
"SAN FRANCISCO - LUCKY",3.70685,6686,1
"TAMPA/ST. PETE - KASH N KARRY",2.67032,3558,0
"TAMPA/ST. PETE - PUBLIX",3.042491,3742,1
"TAMPA/ST. PETE - WINN DIXIE",2.792273,4607,0
"DENVER - KING SOOPERS INC",3.205969,5763,1
"PHILADELPHIA - ACME MARKET",3.684389,3235,1
"ATLANTA - KROGER CO",3.405931,3237,0
"ATLANTA - WINN DIXIE",2.567322,2748,0
"CINCINNATI - KROGER CO",2.6532,6609,1
"INDIANAPOLIS - KROGER CO",2.653493,3264,1
"OKLAHOMA CITY - HOMELAND",3.327131,2311,1
"SACRAMENTO - RALEYS",3.720024,1693,1
"SAN DIEGO - LUCKY",3.344939,3418,1
"SAN DIEGO - RALPHS",3.052965,1737,1
"SALT LAKE CITY - SMITHS FOOD",2.520278,2737,1
"PHOENIX - SAFEWAY",3.585754,1067,1
"PHOENIX - FRY'S FOOD STORE",3.453228,2416,0
"PHOENIX - SMITHS FOOD",3.318902,1640,1
"MIAMI - PUBLIX",3.088855,7878,1
"MIAMI - WINN DIXIE",2.546737,7157,0
"NASHVILLE - KROGER CO",2.046154,4485,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.609524,2205,1
"RALEIGH/GREENSBORO - FOOD LION",2.902528,4391,1
"ALBANY,NY - PRICE CHOPPER",3.018456,596,1
"BALTI/WASH - GIANT FOOD INC",3.781919,4159,0
"BALTI/WASH - SAFEWAY",4.12082,2781,1
"BALTI/WASH - SUPER FRESH",3.804171,863,0
"MILWAUKEE - KOHLS FOOD STORE",2.929091,1650,0
"NEW ORLEANS - WINN DIXIE",2.711292,3436,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.230828,2634,1
"BUFFALO/ROCHESTER - WEGMANS",3.359076,2512,0
"CHARLOTTE - BI LO",2.387134,1741,1
"CHARLOTTE - HARRIS TEETER",2.481525,1705,0
"CHARLOTTE - WINN DIXIE",2.592718,2664,1
"CHARLOTTE - FOOD LION",2.872919,4084,1
"HARTFORD - STOP & SHOP",3.329978,1391,0
"JACKSONVILLE,FL - PUBLIX",2.868635,1355,0
"JACKSONVILLE,FL - WINN DIXIE",2.441853,3302,0
"JACKSONVILLE,FL - FOOD LION",2.401628,1474,1
"LOUISVILLE - KROGER CO",2.70892,2556,1
"LOUISVILLE - WINN DIXIE",2.600236,1696,0
"RICHMOND/NORFOLK - FOOD LION",2.665255,4487,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.642534,2652,0
"COLUMBUS,OH - BIG BEAR",3.106534,1408,0
"COLUMBUS,OH - KROGER CO",2.786994,2568,1
"LITTLE ROCK - HARVEST FOODS",2.897436,1638,1
"WICHITA - DILLON COMPANIES",3.683908,1044,1
"SOUTH CAROLINA - BI LO",2.386745,8525,1
"SOUTH CAROLINA - FOOD LION",2.505224,2680,0
"SOUTH CAROLINA - WINN DIXIE",2.386479,3550,0
"ORLANDO,FL - PUBLIX",2.760188,4687,0
"ORLANDO,FL - WINN DIXIE",2.634851,4327,1
"ORLANDO,FL - FOOD LION",2.622153,966,1
"SYRACUSE - P & C FOOD MARKE",3.254083,551,0
"SYRACUSE - PRICE CHOPPER",2.665939,458,1
"SYRACUSE - WEGMANS",3.383648,795,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.077373,6669,1
"SAN ANT/CORPUS CHR - H E BUTT",3.039795,11886,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.346393,10439,1
"BIRMINGHAM/MONTGOM - KROGER",2.074512,1691,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.30136,4045,0
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.443415,1511,1
"NEW YORK (NEW) - A & P",4.399927,2743,0
"NEW YORK (NEW) - PATHMARK",2.430326,53901,1
"NEW YORK (NEW) - WALDBAUMS",4.466054,1414,0
"ROANOKE (NEW) - FOOD LION",3.082881,2582,1
"ROANOKE (NEW) - KROGER CO",2.765054,2707,1
"LOS ANGELES - LUCKY",3.292362,9649,1
"LOS ANGELES - RALPHS",3.053675,5347,1
"LOS ANGELES - VONS",2.470875,18077,1
"CHICAGO - DOMINICK",3.202883,4786,1
"CHICAGO - JEWEL",3.278625,13240,0
"CHICAGO - OMNI",2.692752,3463,1
"HOUSTON - KROGER CO",2.724352,6911,1
"HOUSTON - RANDALLS",3.666773,3139,0
"PITTSBURGH - GIANT EAGLE",2.812688,2664,1
"DETROIT - FARMER JACKS",3.394746,2969,1
"DETROIT - KROGER CO",2.728936,5246,0
"CLEVELAND - STOP N SHOP",3.035995,3056,1
"ST. LOUIS - NATIONAL SUPER",3.732353,1700,0
"ST. LOUIS - SCHNUCK MARKETS",3.32018,4435,1
"DALLAS/FT. WORTH - ALBERTSONS",3.319362,2696,0
"DALLAS/FT. WORTH - KROGER CO",3.733374,1624,0
"DALLAS/FT. WORTH - TOM THUMB",2.653678,2515,0
"DALLAS/FT. WORTH - WINN DIXIE",2.653613,1813,1
"BOSTON - SHAWS",2.468635,3523,1
"BOSTON - STAR MARKET",3.123188,690,0
"BOSTON - STOP & SHOP",2.481667,1800,0
"SAN FRANCISCO - LUCKY",3.710731,6672,1
"TAMPA/ST. PETE - KASH N KARRY",3.152512,3344,0
"TAMPA/ST. PETE - PUBLIX",3.046972,3534,1
"TAMPA/ST. PETE - WINN DIXIE",2.789954,4599,0
"DENVER - KING SOOPERS INC",3.794699,4150,1
"PHILADELPHIA - ACME MARKET",3.686405,3597,1
"ATLANTA - KROGER CO",3.419553,3089,0
"ATLANTA - WINN DIXIE",2.57901,2506,0
"CINCINNATI - KROGER CO",2.653369,6292,1
"INDIANAPOLIS - KROGER CO",2.653412,3722,1
"OKLAHOMA CITY - HOMELAND",3.445545,1414,1
"SACRAMENTO - RALEYS",3.822624,1494,1
"SAN DIEGO - LUCKY",3.382154,3250,1
"SAN DIEGO - RALPHS",3.052689,1841,1
"SALT LAKE CITY - SMITHS FOOD",2.520541,1996,1
"PHOENIX - SAFEWAY",3.585654,1185,1
"PHOENIX - FRY'S FOOD STORE",3.453588,2564,0
"PHOENIX - SMITHS FOOD",3.320847,1228,1
"MIAMI - PUBLIX",3.067392,7078,1
"MIAMI - WINN DIXIE",2.527133,7150,0
"NASHVILLE - KROGER CO",2.044653,5106,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.68905,2338,1
"RALEIGH/GREENSBORO - FOOD LION",2.885798,4781,1
"ALBANY,NY - PRICE CHOPPER",3.022253,719,1
"BALTI/WASH - GIANT FOOD INC",3.789727,4361,0
"BALTI/WASH - SAFEWAY",4.120486,2797,0
"BALTI/WASH - SUPER FRESH",3.779174,1114,0
"MILWAUKEE - KOHLS FOOD STORE",3.04979,1426,0
"NEW ORLEANS - WINN DIXIE",2.793672,3761,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.227894,2782,1
"BUFFALO/ROCHESTER - WEGMANS",3.323401,2517,0
"CHARLOTTE - BI LO",2.385956,2008,1
"CHARLOTTE - HARRIS TEETER",2.480615,1625,0
"CHARLOTTE - WINN DIXIE",2.55729,2435,1
"CHARLOTTE - FOOD LION",2.95927,3560,0
"HARTFORD - STOP & SHOP",3.350993,1208,0
"JACKSONVILLE,FL - PUBLIX",2.86056,1463,0
"JACKSONVILLE,FL - WINN DIXIE",2.427184,3399,0
"JACKSONVILLE,FL - FOOD LION",2.569944,1251,1
"LOUISVILLE - KROGER CO",2.704148,2917,0
"LOUISVILLE - WINN DIXIE",2.600606,1650,0
"RICHMOND/NORFOLK - FOOD LION",2.838435,5521,0
"RICHMOND/NORFOLK - NEW FARM FRESH",2.61418,2299,0
"COLUMBUS,OH - BIG BEAR",2.694945,3442,1
"COLUMBUS,OH - KROGER CO",2.786094,2445,1
"LITTLE ROCK - HARVEST FOODS",2.822038,1933,1
"WICHITA - DILLON COMPANIES",3.661891,1047,1
"SOUTH CAROLINA - BI LO",2.386644,8760,1
"SOUTH CAROLINA - FOOD LION",2.746725,2748,0
"SOUTH CAROLINA - WINN DIXIE",2.387116,3384,0
"ORLANDO,FL - PUBLIX",2.969154,4636,0
"ORLANDO,FL - WINN DIXIE",2.736686,4056,1
"ORLANDO,FL - FOOD LION",2.72833,946,1
"SYRACUSE - P & C FOOD MARKE",1.99978,4552,1
"SYRACUSE - PRICE CHOPPER",2.764706,578,0
"SYRACUSE - WEGMANS",3.409204,804,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106658,5888,1
"SAN ANT/CORPUS CHR - H E BUTT",3.043767,14166,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.34535,10763,1
"BIRMINGHAM/MONTGOM - KROGER",2.098807,1761,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.29302,4771,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.513906,1582,0
"NEW YORK (NEW) - A & P",4.403114,3019,0
"NEW YORK (NEW) - PATHMARK",4.386692,5741,1
"NEW YORK (NEW) - WALDBAUMS",4.480026,1552,0
"ROANOKE (NEW) - FOOD LION",3.065922,2776,1
"ROANOKE (NEW) - KROGER CO",2.897966,3146,1
"LOS ANGELES - LUCKY",3.290209,9345,1
"LOS ANGELES - RALPHS",3.053103,5141,1
"LOS ANGELES - VONS",2.756354,10466,1
"CHICAGO - DOMINICK",3.238095,5460,1
"CHICAGO - JEWEL",3.009974,14437,1
"CHICAGO - OMNI",2.667915,2403,0
"HOUSTON - KROGER CO",2.817172,5579,1
"HOUSTON - RANDALLS",3.663161,3423,1
"PITTSBURGH - GIANT EAGLE",3.175795,2264,0
"DETROIT - FARMER JACKS",3.265116,3010,1
"DETROIT - KROGER CO",2.731352,4947,1
"CLEVELAND - STOP N SHOP",2.821331,3291,1
"ST. LOUIS - NATIONAL SUPER",3.73559,1891,0
"ST. LOUIS - SCHNUCK MARKETS",3.319924,4201,1
"DALLAS/FT. WORTH - ALBERTSONS",3.319735,2721,0
"DALLAS/FT. WORTH - KROGER CO",3.732342,1345,0
"DALLAS/FT. WORTH - TOM THUMB",2.653435,5895,1
"DALLAS/FT. WORTH - WINN DIXIE",2.653563,1628,1
"BOSTON - SHAWS",2.473871,3100,0
"BOSTON - STAR MARKET",3.123656,558,0
"BOSTON - STOP & SHOP",2.569509,1935,0
"SAN FRANCISCO - LUCKY",3.714622,5519,1
"TAMPA/ST. PETE - KASH N KARRY",3.061418,3582,0
"TAMPA/ST. PETE - PUBLIX",3.106804,3895,1
"TAMPA/ST. PETE - WINN DIXIE",2.761028,4942,0
"DENVER - KING SOOPERS INC",3.750573,5240,1
"PHILADELPHIA - ACME MARKET",3.700826,3025,1
"ATLANTA - KROGER CO",3.028691,3590,0
"ATLANTA - WINN DIXIE",2.572325,3505,0
"CINCINNATI - KROGER CO",2.653113,5140,1
"INDIANAPOLIS - KROGER CO",2.653312,3819,1
"OKLAHOMA CITY - HOMELAND",3.453456,1085,1
"SACRAMENTO - RALEYS",3.830601,1281,1
"SAN DIEGO - LUCKY",3.350785,3056,1
"SAN DIEGO - RALPHS",3.0528,1875,1
"SALT LAKE CITY - SMITHS FOOD",3.186401,1706,1
"PHOENIX - SAFEWAY",3.586,1000,1
"PHOENIX - FRY'S FOOD STORE",3.586989,2029,0
"PHOENIX - SMITHS FOOD",3.055198,1087,1
"MIAMI - PUBLIX",3.108173,8283,1
"MIAMI - WINN DIXIE",2.493541,7432,0
"NASHVILLE - KROGER CO",2.028011,4284,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.585938,2048,1
"RALEIGH/GREENSBORO - FOOD LION",2.921713,4624,1
"ALBANY,NY - PRICE CHOPPER",3.148387,465,0
"BALTI/WASH - GIANT FOOD INC",3.773603,4258,0
"BALTI/WASH - SAFEWAY",4.11865,2638,0
"BALTI/WASH - SUPER FRESH",3.470485,1135,0
"MILWAUKEE - KOHLS FOOD STORE",3.04375,1280,0
"NEW ORLEANS - WINN DIXIE",2.858667,3467,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.241645,2334,1
"BUFFALO/ROCHESTER - WEGMANS",3.316257,2362,0
"CHARLOTTE - BI LO",2.387006,2124,1
"CHARLOTTE - HARRIS TEETER",2.482777,1916,1
"CHARLOTTE - WINN DIXIE",2.33372,2586,1
"CHARLOTTE - FOOD LION",3.012323,3733,1
"HARTFORD - STOP & SHOP",3.372893,1483,0
"JACKSONVILLE,FL - PUBLIX",3.004975,1407,0
"JACKSONVILLE,FL - WINN DIXIE",2.434347,3092,1
"JACKSONVILLE,FL - FOOD LION",2.630009,1073,1
"LOUISVILLE - KROGER CO",2.689628,2555,1
"LOUISVILLE - WINN DIXIE",2.600113,1763,1
"RICHMOND/NORFOLK - FOOD LION",2.98026,4610,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.658409,2301,0
"COLUMBUS,OH - BIG BEAR",2.768062,2436,1
"COLUMBUS,OH - KROGER CO",2.786578,2399,1
"LITTLE ROCK - HARVEST FOODS",2.762053,1929,1
"WICHITA - DILLON COMPANIES",3.573322,1132,1
"SOUTH CAROLINA - BI LO",2.386687,10696,1
"SOUTH CAROLINA - FOOD LION",2.937189,2611,0
"SOUTH CAROLINA - WINN DIXIE",2.386788,4496,0
"ORLANDO,FL - PUBLIX",3.087989,4546,0
"ORLANDO,FL - WINN DIXIE",2.751506,3984,1
"ORLANDO,FL - FOOD LION",2.665505,861,1
"SYRACUSE - P & C FOOD MARKE",3.202899,483,1
"SYRACUSE - PRICE CHOPPER",2.713115,366,0
"SYRACUSE - WEGMANS",3.361575,838,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106625,7653,1
"SAN ANT/CORPUS CHR - H E BUTT",3.042119,13462,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.350566,10871,1
"BIRMINGHAM/MONTGOM - KROGER",2.040669,1795,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.304289,5176,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.537263,1476,1
"NEW YORK (NEW) - A & P",4.395764,2691,0
"NEW YORK (NEW) - PATHMARK",4.386341,4949,1
"NEW YORK (NEW) - WALDBAUMS",4.51954,1305,0
"ROANOKE (NEW) - FOOD LION",3.099025,2565,1
"ROANOKE (NEW) - KROGER CO",2.940349,3269,1
"LOS ANGELES - LUCKY",3.285388,9205,1
"LOS ANGELES - RALPHS",3.586602,3493,1
"LOS ANGELES - VONS",2.792712,9605,1
"CHICAGO - DOMINICK",1.986656,26754,1
"CHICAGO - JEWEL",1.765099,148109,1
"CHICAGO - OMNI",2.607477,3638,1
"HOUSTON - KROGER CO",3.831576,3699,1
"HOUSTON - RANDALLS",3.680683,3163,1
"PITTSBURGH - GIANT EAGLE",2.419191,6305,1
"DETROIT - FARMER JACKS",3.087439,3511,1
"DETROIT - KROGER CO",2.737722,4907,0
"CLEVELAND - STOP N SHOP",2.691662,3814,1
"ST. LOUIS - NATIONAL SUPER",3.739805,1741,0
"ST. LOUIS - SCHNUCK MARKETS",2.899445,3421,1
"DALLAS/FT. WORTH - ALBERTSONS",3.336254,2739,0
"DALLAS/FT. WORTH - KROGER CO",3.731609,1237,0
"DALLAS/FT. WORTH - TOM THUMB",2.666008,3036,1
"DALLAS/FT. WORTH - WINN DIXIE",2.652327,1418,1
"BOSTON - SHAWS",2.424242,2937,0
"BOSTON - STAR MARKET",3.127483,604,0
"BOSTON - STOP & SHOP",2.561064,2219,0
"SAN FRANCISCO - LUCKY",3.72818,5912,1
"TAMPA/ST. PETE - KASH N KARRY",2.600091,4411,0
"TAMPA/ST. PETE - PUBLIX",3.080842,4181,1
"TAMPA/ST. PETE - WINN DIXIE",2.719856,4437,0
"DENVER - KING SOOPERS INC",2.628097,15582,1
"PHILADELPHIA - ACME MARKET",3.65997,3285,1
"ATLANTA - KROGER CO",3.010783,3524,1
"ATLANTA - WINN DIXIE",2.701905,2677,0
"CINCINNATI - KROGER CO",2.681143,5250,1
"INDIANAPOLIS - KROGER CO",2.653327,4223,1
"OKLAHOMA CITY - HOMELAND",3.451582,1043,1
"SACRAMENTO - RALEYS",2.652905,4045,1
"SAN DIEGO - LUCKY",3.371602,3127,1
"SAN DIEGO - RALPHS",3.580645,1209,1
"SALT LAKE CITY - SMITHS FOOD",3.951968,1728,1
"PHOENIX - SAFEWAY",3.587156,872,0
"PHOENIX - FRY'S FOOD STORE",3.585531,1479,0
"PHOENIX - SMITHS FOOD",3.320456,2019,1
"MIAMI - PUBLIX",3.043931,8445,1
"MIAMI - WINN DIXIE",2.434056,8621,1
"NASHVILLE - KROGER CO",2.25329,3723,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.33717,4170,1
"RALEIGH/GREENSBORO - FOOD LION",2.946581,4212,1
"ALBANY,NY - PRICE CHOPPER",3.153499,443,0
"BALTI/WASH - GIANT FOOD INC",3.789864,4183,0
"BALTI/WASH - SAFEWAY",3.986236,3342,1
"BALTI/WASH - SUPER FRESH",2.851205,1660,0
"MILWAUKEE - KOHLS FOOD STORE",3.046278,1491,0
"NEW ORLEANS - WINN DIXIE",2.797207,3437,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.24898,1960,1
"BUFFALO/ROCHESTER - WEGMANS",3.306402,2265,0
"CHARLOTTE - BI LO",2.38668,1937,1
"CHARLOTTE - HARRIS TEETER",2.437652,2061,1
"CHARLOTTE - WINN DIXIE",2.269579,3090,1
"CHARLOTTE - FOOD LION",3.058308,3310,1
"HARTFORD - STOP & SHOP",3.404885,1351,0
"JACKSONVILLE,FL - PUBLIX",2.993769,1284,0
"JACKSONVILLE,FL - WINN DIXIE",2.439961,3073,0
"JACKSONVILLE,FL - FOOD LION",2.765529,1143,1
"LOUISVILLE - KROGER CO",2.711449,2367,1
"LOUISVILLE - WINN DIXIE",2.599724,1449,0
"RICHMOND/NORFOLK - FOOD LION",3.004274,4445,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.624899,2482,1
"COLUMBUS,OH - BIG BEAR",2.704279,2641,1
"COLUMBUS,OH - KROGER CO",2.7872,2500,1
"LITTLE ROCK - HARVEST FOODS",2.653053,2375,1
"WICHITA - DILLON COMPANIES",3.572519,1310,1
"SOUTH CAROLINA - BI LO",2.386614,8546,1
"SOUTH CAROLINA - FOOD LION",2.90158,2469,0
"SOUTH CAROLINA - WINN DIXIE",2.386896,4014,1
"ORLANDO,FL - PUBLIX",3.012216,4666,0
"ORLANDO,FL - WINN DIXIE",2.505125,4878,0
"ORLANDO,FL - FOOD LION",2.643172,681,0
"SYRACUSE - P & C FOOD MARKE",3.25283,795,1
"SYRACUSE - PRICE CHOPPER",2.822526,293,0
"SYRACUSE - WEGMANS",3.409511,757,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106913,7754,1
"SAN ANT/CORPUS CHR - H E BUTT",2.674505,17862,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.355228,11860,1
"BIRMINGHAM/MONTGOM - KROGER",2.275,1720,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299523,5659,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.488629,1539,1
"NEW YORK (NEW) - A & P",4.396565,2504,0
"NEW YORK (NEW) - PATHMARK",4.386873,3885,1
"NEW YORK (NEW) - WALDBAUMS",4.523236,1162,0
"ROANOKE (NEW) - FOOD LION",3.068886,2163,1
"ROANOKE (NEW) - KROGER CO",2.450953,6504,1
"LOS ANGELES - LUCKY",2.653308,17168,1
"LOS ANGELES - RALPHS",3.586987,4334,1
"LOS ANGELES - VONS",2.703856,11930,0
"CHICAGO - DOMINICK",3.182421,7543,1
"CHICAGO - JEWEL",2.702107,82053,1
"CHICAGO - OMNI",2.238632,13305,1
